tt0044706	High Noon	0	1952		85	Action,Drama,Thriller	8
tt0044741	Ikiru	0	1952		143	Drama	8.3
tt0044829	The Lavender Hill Mob	0	1951		78	Comedy,Crime	7.7
tt0044837	Limelight	0	1952		137	Drama,Music,Romance	8.1
tt0044916	Monkey Business	0	1952		97	Comedy	7
tt0045061	The Quiet Man	0	1952		129	Comedy,Drama,Romance	7.9
tt0045152	Singin' in the Rain	0	1952		103	Comedy,Musical,Romance	8.3
tt0045274	Umberto D.	0	1952		89	Drama	8.2
tt0045555	The Big Heat	0	1953		90	Crime,Film-Noir,Thriller	8
tt0045793	From Here to Eternity	0	1953		118	Drama,Romance,War	7.7
tt0045810	Gentlemen Prefer Blondes	0	1953		91	Comedy,Musical,Romance	7.2
tt0045888	House of Wax	0	1953		88	Horror	7.1
tt0045891	How to Marry a Millionaire	0	1953		95	Comedy,Drama,Romance	7
tt0045897	I Confess	0	1953		95	Crime,Drama,Thriller	7.3
tt0046126	Niagara	0	1953		92	Film-Noir,Thriller	7.1
tt0046183	Peter Pan	0	1953		77	Adventure,Animation,Family	7.3
tt0046187	Pickup on South Street	0	1953		80	Crime,Film-Noir,Thriller	7.8
tt0046250	Roman Holiday	0	1953		118	Comedy,Romance	8.1
tt0046268	The Wages of Fear	0	1953		131	Adventure,Drama,Thriller	8.2
tt0046303	Shane	0	1953		118	Drama,Western	7.7
tt0046359	Stalag 17	0	1953		120	Comedy,Drama,War	8
tt0046438	Tokyo Story	0	1953		136	Drama	8.2
tt0046478	Ugetsu	0	1953		96	Drama,Fantasy,War	8.2
tt0046487	Monsieur Hulot's Holiday	0	1953		114	Comedy	7.6
tt0046521	I Vitelloni	0	1953		107	Comedy,Drama	8
tt0046534	The War of the Worlds	0	1953		85	Action,Sci-Fi,Thriller	7.1
tt0046672	20,000 Leagues Under the Sea	0	1954		127	Adventure,Drama,Family	7.2
tt0046816	The Caine Mutiny	0	1954		124	Drama,War	7.9
tt0046876	Creature from the Black Lagoon	0	1954		79	Horror	7
tt0046911	Diabolique	0	1955		117	Crime,Drama,Horror	8.1
tt0046912	Dial M for Murder	0	1954		105	Crime,Film-Noir,Thriller	8.2
tt0047034	Godzilla	0	1954		96	Drama,Horror,Sci-Fi	7.5
tt0047136	Johnny Guitar	0	1954		110	Drama,Western	7.7
tt0047296	On the Waterfront	0	1954		108	Crime,Drama,Thriller	8.2
tt0047396	Rear Window	0	1954		112	Mystery,Thriller	8.5
tt0047437	Sabrina	0	1954		113	Comedy,Drama,Romance	7.7
tt0047445	Sansho the Bailiff	0	1954		124	Drama	8.4
tt0047472	Seven Brides for Seven Brothers	0	1954		102	Comedy,Drama,Musical	7.4
tt0047478	Seven Samurai	0	1954		207	Adventure,Drama	8.7
tt0047522	A Star Is Born	0	1954		154	Drama,Musical,Romance	7.8
tt0047528	La Strada	0	1954		108	Drama	8.1
tt0047573	Them!	0	1954		94	Horror,Sci-Fi	7.3
tt0047673	White Christmas	0	1954		120	Comedy,Musical,Romance	7.6
tt0047677	The Wild One	0	1953		79	Drama	6.9
tt0047811	All That Heaven Allows	0	1955		89	Drama,Romance	7.7
tt0047834	Animal Farm	0	1954		72	Animation,Drama	7.2
tt0047849	Bad Day at Black Rock	0	1955		81	Crime,Drama,Mystery	7.8
tt0048021	Rififi	0	1955		118	Crime,Thriller	8.2
tt0048028	East of Eden	0	1955		118	Drama	8
tt0048140	Guys and Dolls	0	1955		150	Comedy,Crime,Musical	7.3
tt0048254	Killer's Kiss	0	1955		67	Crime,Drama,Film-Noir	6.7
tt0048261	Kiss Me Deadly	0	1955		106	Crime,Film-Noir,Mystery	7.7
tt0048280	Lady and the Tramp	0	1955		76	Adventure,Animation,Comedy	7.3
tt0048281	The Ladykillers	0	1955		91	Comedy,Crime	7.8
tt0048356	Marty	0	1955		90	Drama,Romance	7.7
tt0048380	Mister Roberts	0	1955		123	Comedy,Drama,War	7.8
tt0048424	The Night of the Hunter	0	1955		92	Crime,Drama,Film-Noir	8
tt0048452	Ordet	0	1955		126	Drama,Fantasy	8.2
tt0048473	Pather Panchali	0	1955		125	Drama	8.4
tt0048545	Rebel Without a Cause	0	1955		111	Drama	7.8
tt0048605	The Seven Year Itch	0	1955		105	Comedy,Romance	7.2
tt0048728	To Catch a Thief	0	1955		106	Mystery,Romance,Thriller	7.5
tt0048750	The Trouble with Harry	0	1955		99	Comedy,Mystery	7.2
tt0048960	Around the World in Eighty Days	0	1956		175	Adventure,Comedy,Family	6.8
tt0048977	The Bad Seed	0	1956		129	Crime,Drama,Horror	7.5
tt0049223	Forbidden Planet	0	1956		98	Action,Adventure,Sci-Fi	7.7
tt0049261	Giant	0	1956		201	Drama,Western	7.7
tt0049314	High Society	0	1956		111	Comedy,Musical,Romance	7
tt0049366	Invasion of the Body Snatchers	0	1956		80	Drama,Horror,Sci-Fi	7.8
tt0049406	The Killing	0	1956		85	Crime,Drama,Film-Noir	8
tt0049408	The King and I	0	1956		133	Biography,Drama,Musical	7.5
tt0049470	The Man Who Knew Too Much	0	1956		120	Drama,Thriller	7.5
tt0049513	Moby Dick	0	1956		116	Adventure,Drama	7.4
tt0049730	The Searchers	0	1956		119	Adventure,Drama,Western	8
tt0049833	The Ten Commandments	0	1956		220	Adventure,Drama	7.9
tt0049902	A Man Escaped	0	1956		101	Drama,Thriller,War	8.2
tt0050083	12 Angry Men	0	1957		96	Crime,Drama	8.9
tt0050086	3:10 to Yuma	0	1957		92	Drama,Thriller,Western	7.6
tt0050105	An Affair to Remember	0	1957		115	Drama,Romance	7.6
tt0050212	The Bridge on the River Kwai	0	1957		161	Adventure,Drama,War	8.2
tt0050371	A Face in the Crowd	0	1957		126	Drama,Music	8.2
tt0050419	Funny Face	0	1957		103	Comedy,Musical,Romance	7.1
tt0050468	Gunfight at the O.K. Corral	0	1957		122	Biography,Drama,Western	7.2
tt0050539	The Incredible Shrinking Man	0	1957		81	Horror,Sci-Fi	7.7
tt0050613	Throne of Blood	0	1957		110	Drama	8.1
tt0050634	The Cranes Are Flying	0	1957		95	Drama,Romance,War	8.3
tt0050658	Love in the Afternoon	0	1957		130	Comedy,Crime,Drama	7.3
tt0050706	Mon Oncle	0	1958		117	Comedy	7.9
tt0050783	The Nights of Cabiria	0	1957		110	Drama	8.2
tt0050825	Paths of Glory	0	1957		88	Drama,War	8.4
tt0050976	The Seventh Seal	0	1957		96	Drama,Fantasy	8.2
tt0050986	Wild Strawberries	0	1957		91	Drama,Romance	8.2
tt0051036	Sweet Smell of Success	0	1957		96	Drama,Film-Noir	8.2
tt0051201	Witness for the Prosecution	0	1957		116	Crime,Drama,Mystery	8.4
tt0051207	The Wrong Man	0	1956		105	Drama,Film-Noir	7.5
tt0051378	Elevator to the Gallows	0	1958		91	Crime,Drama,Thriller	8
tt0051411	The Big Country	0	1958		166	Romance,Western	7.9
tt0051418	The Blob	0	1958		86	Horror,Sci-Fi	6.4
tt0051459	Cat on a Hot Tin Roof	0	1958		108	Drama	8.1
tt0051525	The Defiant Ones	0	1958		96	Crime,Drama	7.7
tt0051554	Horror of Dracula	0	1958		82	Horror	7.4
tt0051622	The Fly	0	1958		94	Drama,Horror,Sci-Fi	7.1
tt0051658	Gigi	0	1958		115	Comedy,Musical,Romance	6.8
tt0051744	House on Haunted Hill	0	1959		75	Horror,Mystery	6.9
tt0051808	The Hidden Fortress	0	1958		139	Adventure,Drama	8.1
tt0051994	A Night to Remember	0	1958		123	Biography,Drama,History	7.9
tt0052077	Plan 9 from Outer Space	0	1959		79	Horror,Sci-Fi	4
tt0052311	Touch of Evil	0	1958		95	Crime,Drama,Film-Noir	8.1
tt0052357	Vertigo	0	1958		128	Mystery,Romance,Thriller	8.4
tt0052365	The Vikings	0	1958		116	Action,Adventure	7.1
tt0052561	Anatomy of a Murder	0	1959		160	Crime,Drama,Mystery	8.1
tt0052618	Ben-Hur	0	1959		212	Adventure,Drama,History	8.1
tt0052738	The Diary of Anne Frank	0	1959		180	Biography,Drama,Family	7.4
tt0052893	Hiroshima Mon Amour	0	1959		90	Drama,Romance	8
tt0052918	Imitation of Life	0	1959		125	Drama	7.9
tt0052948	Journey to the Center of the Earth	0	1959		132	Adventure,Family,Fantasy	7.1
tt0053125	North by Northwest	0	1959		136	Action,Adventure,Mystery	8.4
tt0053137	On the Beach	0	1959		134	Drama,Romance,Sci-Fi	7.3
tt0053143	Operation Petticoat	0	1959		124	Comedy,Romance,War	7.3
tt0053168	Pickpocket	0	1959		76	Crime,Drama	7.8
tt0053172	Pillow Talk	0	1959		102	Comedy,Romance	7.5
tt0053198	The 400 Blows	0	1959		99	Crime,Drama	8.1
