tt0037558	nm0369743,nm0364789,nm0005761,nm0623768,nm0002021,nm0000180,nm0136983,nm0391361,nm0002145,nm0424743
tt0037638	nm0600755,nm0005757,nm0236873,nm0003199,nm0767243,nm0623684,nm0326107,nm0531705,nm0258775,nm0880618
tt0037674	nm3473059,nm0751790,nm0105482,nm0056761,nm0719749,nm0001916,nm0138893,nm0699535,nm0399486,nm0006320
tt0037884	nm0943837,nm0196247,nm0413352,nm0001537,nm0856062,nm0005870,nm0102818,nm0000697,nm0000067
tt0037913	nm0779923,nm0001203,nm0532030,nm0001076,nm0128906,nm0002031,nm0344391,nm0540816,nm0007217,nm0000781
tt0038057	nm0005762,nm0000910,nm0006270,nm0002053,nm0629580,nm0512267,nm0000485,nm0610207,nm0478579,nm0000064
tt0038109	nm4465001,nm0761573,nm0000006,nm0739676,nm0001991,nm0534191,nm0155011,nm0000033,nm0372942,nm0000060
tt0038348	nm0544786,nm0406655,nm0002162,nm0167496,nm0664186,nm0314590,nm0196816,nm0207305,nm0005952,nm0168413
tt0038355	nm0102824,nm0000002,nm0001328,nm0299154,nm0001203,nm0896015,nm0725891,nm0000007,nm0151452,nm0000070
tt0038559	nm0130407,nm0534317,nm0000028,nm0888144,nm0372942,nm0663763,nm0001229,nm0252100,nm0254154,nm0896533
tt0038574	nm0569414,nm0909727,nm0369743,nm0623768,nm0002042,nm0000180,nm0001739,nm0905697,nm0387753,nm0590055
tt0038650	nm0000071,nm0329304,nm0352443,nm0001656,nm0001008,nm0933858,nm0827821,nm0593775,nm0842485,nm0000859
tt0038669	nm0001379,nm0000044,nm0802563,nm0215260,nm0892044,nm0112218,nm0002133,nm0639529,nm0375446,nm0001257
tt0038733	nm0001375,nm0432613,nm0003836,nm0126402,nm0000057,nm0696247,nm0178509,nm0002153,nm0336434,nm0590160
tt0038762	nm0001514,nm0375500,nm0006203,nm0236157,nm0588003,nm0000020,nm0001105,nm0257143,nm0000406,nm0482193
tt0038787	nm0000006,nm0001647,nm0002202,nm0644048,nm0129894,nm0372942,nm0000033,nm0285218,nm0005898,nm0000026
tt0038854	nm0005956,nm0750822,nm0933133,nm0002092,nm0002025,nm0001805,nm0445523,nm0307819,nm0128906,nm0124002
tt0038890	nm0030383,nm0024847,nm0744021,nm0000019,nm0536167,nm0264762,nm0656496,nm0744023,nm0175924,nm0033169
tt0038991	nm0892044,nm0580882,nm0949835,nm0000064,nm0000080,nm0873193,nm0818545,nm0006147,nm0242938,nm0001379
tt0039190	nm0073394,nm0102818,nm0000697,nm0941253,nm0467396,nm0000057,nm0000026,nm0792845,nm0949835,nm0622251
tt0039192	nm0247460,nm0323869,nm0733460,nm0696247,nm0268119,nm0000039,nm0590160,nm0003836,nm0481966,nm0002153
tt0039302	nm0918694,nm0907003,nm0000002,nm0071636,nm0001547,nm0000077,nm0328959,nm0202681,nm0005741,nm0000007
tt0039416	nm0001415,nm0366454,nm0000055,nm0953123,nm0387740,nm0002141,nm0587926,nm0570192,nm0000060,nm0002092
tt0039420	nm0485702,nm0000581,nm0000074,nm0002136,nm0463334,nm0078923,nm0225283,nm0242897,nm0001322,nm0001695
tt0039628	nm0780833,nm0674169,nm0164690,nm0516876,nm0000058,nm0204016,nm0350324,nm0006203,nm0013914,nm0668361
tt0039631	nm0000080,nm0630119,nm0005906,nm0507673,nm0734467,nm0180900,nm0000122
tt0039689	nm0000018,nm0240417,nm0869664,nm0000053,nm0272046,nm0128906,nm0002202,nm0281766,nm0537784,nm0339452
tt0040068	nm0000509,nm0059106,nm0498738,nm0007941,nm0831290,nm0791217,nm0182579,nm0335471,nm0001033,nm0727411
tt0040369	nm0005887,nm0637793,nm0000020,nm0068650,nm0000078,nm0000406,nm0000784,nm0615005,nm0006119,nm0000073
tt0040416	nm0000059,nm0460874,nm0001739,nm0225512,nm0006338,nm0000636,nm0186508,nm0491406
tt0040506	nm0027173,nm0005713,nm0000007,nm0000064,nm0907003,nm0000002,nm0000859,nm0000070,nm0001379,nm0112218
tt0040522	nm0059030,nm0001120,nm0080755,nm0290000,nm0821543,nm0136794,nm0953790,nm0536009,nm0147599,nm0022821
tt0040525	nm0806041,nm0000080,nm0006257,nm0000028,nm0455271,nm0496468,nm0493353,nm0145336,nm0026011,nm0548529
tt0040724	nm0001050,nm0005737,nm0238445,nm0000078,nm0006323,nm0000974,nm0744504,nm0773660,nm0001328,nm0153698
tt0040725	nm0795068,nm0696247,nm0330961,nm0002153,nm0906932,nm0026153,nm0003836,nm0790452,nm0935773,nm0247460
tt0040746	nm0197982,nm0358096,nm0491306,nm0002025,nm0005877,nm0372942,nm0000033,nm0335048,nm0000071,nm0389516
tt0040897	nm0871252,nm0000070,nm0005792,nm0000007,nm0404158,nm0087533,nm0001379,nm0392529,nm0548929,nm0071636
tt0041090	nm0437717,nm0263885,nm0391062,nm0002030,nm0002106,nm0918318,nm0000031,nm0000067,nm0000075,nm0005706
tt0041113	nm0744035,nm0002024,nm0163617,nm0344402,nm0001135,nm0913014,nm0238445,nm0346532,nm0409869
tt0041154	nm0875366,nm0945499,nm0753479,nm0386426,nm0040916,nm0411881,nm0837503,nm0361697,nm0654868,nm0633792
tt0041452	nm0324499,nm0943758,nm0869860,nm0394244,nm0178716,nm0000014,nm0324537,nm0724732,nm0001050,nm0416556
tt0041546	nm0387753,nm0339343,nm0226538,nm0696866,nm0593867,nm0049608,nm0000027,nm0395170,nm0005878,nm0357607
tt0041699	nm0609404,nm0000041,nm0001536,nm0620014,nm0043396,nm0594542,nm0793766,nm0452878,nm0370593,nm0331834
tt0041716	nm0005849,nm0000037,nm0000069,nm0730385,nm0308081,nm0006085,nm0587900,nm0173679,nm0337582,nm0002045
tt0041866	nm0821716,nm0000406,nm0068650,nm0238445,nm0637793,nm0000730,nm0424565,nm0006119,nm0005743,nm0000078
tt0041959	nm0001072,nm0000080,nm0353091,nm0005761,nm0466099,nm0715346,nm0885098,nm0002145,nm0001294
tt0041996	nm0493446,nm0000055,nm0581282,nm0593612,nm0953123,nm0454771,nm0058905,nm0005872,nm0549280,nm0000060
tt0042041	nm0639529,nm0562920,nm0446132,nm0943618,nm0000010,nm0909825,nm0730850,nm0324578,nm0000070,nm0248994
tt0042192	nm0572492,nm0953123,nm0650581,nm0000581,nm0002141,nm0001695,nm0005762,nm0000879,nm0000055,nm0000012
tt0042208	nm0394967,nm0000067,nm0534693,nm0001379,nm0001330,nm0926235,nm0129894,nm0005849,nm0353405,nm0122446
tt0042332	nm0414144,nm0314671,nm0271658,nm0041598,nm0531763,nm0527217,nm0940627,nm0674518,nm0670328,nm0672093
tt0042546	nm0000071,nm0065184,nm0467396,nm0528621,nm0804244,nm0285922,nm0395067,nm0175333,nm0153808,nm0110958
tt0042593	nm0520501,nm0005947,nm0717203,nm0000007,nm0813584,nm0522481,nm0400568,nm0002108,nm0712947,nm0636002
tt0042804	nm0199190,nm0577219,nm0017274,nm0408475,nm0408494,nm0041255,nm0000320,nm0488601,nm0211993,nm0167952
tt0042876	nm0370593,nm0594335,nm0001536,nm0477553,nm0605270,nm0793766,nm0000041,nm0015611,nm0368074,nm0423122
tt0042895	nm0418741,nm0424565,nm0615005,nm0000058,nm0000078,nm0570130,nm0000406,nm0000082,nm0322688,nm0068650
tt0042994	nm0421862,nm0943837,nm0928697,nm0865262,nm0532030,nm0000033,nm0177336,nm0720904,nm0000017,nm0108833
tt0043014	nm0002233,nm0000077,nm0005870,nm0551261,nm0647970,nm0000697,nm0000034,nm0102818,nm0841797,nm0772834
tt0043137	nm0153698,nm0482193,nm0724307,nm0542649,nm0573640,nm0742162,nm0002053,nm0200125,nm0001859,nm0000071
tt0043265	nm0000031,nm0171924,nm0119988,nm0896830,nm0012938,nm0605923,nm0000007,nm0818545,nm0286163,nm0001379
tt0043274	nm0001359,nm0780799,nm0382548,nm0140902,nm0527217,nm0414144,nm0064607,nm0943956,nm0314671,nm0370821
tt0043278	nm0503585,nm0269751,nm0350250,nm0001989,nm0000037,nm0006085,nm0505157,nm0005720,nm0591486
tt0043338	nm0221528,nm0000018,nm0006087,nm0760488,nm0485702,nm0000697,nm0356004,nm0628305,nm0037816,nm0012443
tt0043456	nm0623658,nm0002136,nm0869860,nm0060915,nm0087906,nm0636002,nm0936404,nm0415488,nm0719692,nm0549280
tt0043924	nm0000077,nm0828419,nm0000072,nm0237439,nm0001050,nm0001859,nm0113689,nm0720843,nm0933858,nm0443966
tt0043949	nm0067103,nm0312890,nm0001811,nm0397022,nm0001791,nm0503777,nm0000039,nm0536941,nm0542649,nm0797197
tt0044008	nm0365692,nm0005826,nm0221423,nm0912487,nm0005941,nm0799237,nm0232795,nm0002042,nm0424345,nm0486538
tt0044079	nm0372942,nm0650262,nm0151452,nm0001991,nm0000033,nm0383604,nm0335048,nm0177336,nm0908153,nm0738746
tt0044081	nm0271012,nm0001375,nm0000008,nm0005889,nm0000046,nm0006218,nm0001415,nm0001500,nm0766665,nm0931783
tt0044121	nm0864851,nm0496468,nm0792212,nm0180452,nm0006323,nm0001328,nm0638528,nm0000790,nm0132168,nm0372942
tt0044391	nm0000018,nm0682074,nm0103488,nm0002144,nm0694090,nm0591486,nm0001805,nm0773660,nm0000710,nm0005892
tt0044672	nm0000071,nm0000032,nm0528530,nm0820693,nm0290931,nm0664273,nm0307471,nm0147119,nm0002149,nm0001124
tt0044706	nm0000038,nm0593775,nm0930536,nm0003593,nm0192356,nm0005677,nm0286025,nm0006323,nm0000978,nm0000011
tt0044741	nm0609404,nm0620014,nm0370593,nm0793766,nm0437520,nm0385443,nm0848984,nm0000041,nm0368074,nm0644823
tt0044829	nm0005952,nm0187769,nm0392519,nm0391361,nm0165021,nm0005878,nm0416228,nm0060023,nm0049608,nm0000027
tt0044837	nm0115558,nm0251063,nm0370781,nm0152261,nm0408711,nm0000122,nm0000036,nm0001954,nm0835365,nm0516093
tt0044916	nm0001328,nm0372942,nm0002013,nm0001677,nm0000054,nm0797012,nm0781895,nm0496468,nm0000026,nm0224634
tt0045061	nm0000082,nm0637793,nm0909775,nm0000078,nm0000058,nm0280178,nm0000955,nm0000406,nm0615005,nm0005743
tt0045152	nm0353405,nm0000037,nm0173679,nm0337582,nm0640307,nm0269751,nm0006085,nm0002045,nm0005849,nm0001666
tt0045274	nm0001120,nm0729939,nm0143686,nm0312902,nm0953790,nm0024155,nm0006007,nm0800837,nm0017622,nm0061472
tt0045555	nm0104720,nm0091213,nm0001229,nm0625224,nm0485702,nm0569423,nm0000485,nm0037818,nm0780038,nm0002108
tt0045793	nm0000039,nm0003593,nm0001050,nm0001656,nm0428296,nm0346532,nm0000044,nm0012117,nm0850168,nm0006052
tt0045810	nm0276284,nm0000054,nm0002616,nm0797012,nm0002013,nm0000066,nm0717256,nm0001328,nm0496468,nm0928346
tt0045888	nm0211964,nm0456533,nm0928108,nm0067676,nm0289381,nm0005987,nm0322688,nm0001637,nm0522481,nm0427700
tt0045891	nm0262368,nm0915536,nm0016534,nm0002107,nm0425913,nm0624535,nm0015399,nm0531796,nm0000002,nm0000054
tt0045897	nm0006323,nm0000731,nm0033780,nm0000879,nm0846068,nm0000033,nm0001050,nm0030786,nm0122079,nm0001500
tt0046126	nm0531796,nm0001072,nm0102818,nm0676492,nm0000054,nm0795289,nm0368871,nm0281556,nm0106764,nm0006148
tt0046183	nm0414144,nm0057381,nm0780799,nm0064607,nm0859892,nm0455741,nm0314671,nm0175788,nm0527217,nm0237985
tt0046187	nm0728812,nm0531796,nm0363316,nm0904531,nm0002087,nm0001847,nm0676492,nm0218029,nm0852313,nm0771087
tt0046250	nm0874308,nm0000734,nm0402848,nm0000030,nm0226538,nm0002162,nm0694403,nm0005952,nm0943758,nm0000060
tt0046268	nm0167241,nm0005952,nm0350823,nm0886870,nm1064118,nm0598971,nm0346537,nm0525793,nm0889024,nm0005901
tt0046303	nm0769627,nm0001336,nm0000795,nm0792042,nm0828419,nm0005729,nm0349238,nm0000082,nm0000042,nm0001121
