87175	Dreamscape	Dreamscape	1984	99	11628	6.3
87182	Dune	Dune	1984	137	105486	6.6
87233	Falling in Love	Falling in Love	1984	106	10633	6.5
87262	Firestarter	Firestarter	1984	114	25205	6
87277	Footloose	Footloose	1984	107	58906	6.5
87298	Friday the 13th: The Final Chapter	Friday the 13th: The Final Chapter	1984	91	34673	6
87332	Ghostbusters	Ghost Busters	1984	105	303191	7.8
87363	Gremlins	Gremlins	1984	106	163464	7.2
87365	Greystoke: The Legend of Tarzan, Lord of the Apes	Greystoke: The Legend of Tarzan, Lord of the Apes	1984	135	15934	6.4
87469	Indiana Jones and the Temple of Doom	Indiana Jones and the Temple of Doom	1984	118	372913	7.6
87507	Johnny Dangerously	Johnny Dangerously	1984	90	11845	6.4
87538	The Karate Kid	The Karate Kid	1984	126	145634	7.2
87553	The Killing Fields	The Killing Fields	1984	141	45373	7.9
87597	The Last Starfighter	The Last Starfighter	1984	101	32329	6.7
87727	Missing in Action	Missing in Action	1984	101	11747	5.4
87755	The Muppets Take Manhattan	The Muppets Take Manhattan	1984	94	16724	6.9
87781	The Natural	The Natural	1984	138	37244	7.5
87799	Night of the Comet	Night of the Comet	1984	95	14689	6.4
87800	A Nightmare on Elm Street	A Nightmare on Elm Street	1984	91	170309	7.5
87803	1984	Nineteen Eighty-Four	1984	113	55880	7.2
87843	Once Upon a Time in America	Once Upon a Time in America	1984	229	252693	8.4
87884	Paris, Texas	Paris, Texas	1984	145	62401	8.1
87892	A Passage to India	A Passage to India	1984	164	14536	7.4
87909	Phenomena	Phenomena	1985	116	18440	6.9
87910	The Philadelphia Experiment	The Philadelphia Experiment	1984	102	12288	6.1
87928	Police Academy	Police Academy	1984	96	97529	6.7
87957	Purple Rain	Purple Rain	1984	111	16510	6.5
87985	Red Dawn	Red Dawn	1984	114	45027	6.4
87995	Repo Man	Repo Man	1984	92	28420	6.9
88000	Revenge of the Nerds	Revenge of the Nerds	1984	90	43214	6.6
88011	Romancing the Stone	Romancing the Stone	1984	106	70742	6.9
88117	Silent Night, Deadly Night	Silent Night, Deadly Night	1984	79	10819	5.9
88128	Sixteen Candles	Sixteen Candles	1984	93	85007	7.1
88161	Splash	Splash	1984	111	59802	6.2
88170	Star Trek III: The Search for Spock	Star Trek III: The Search for Spock	1984	105	64708	6.7
88172	Starman	Starman	1984	115	36633	7
88184	Stranger Than Paradise	Stranger Than Paradise	1984	89	28538	7.6
88194	Streets of Fire	Streets of Fire	1984	93	14241	6.7
88206	Supergirl	Supergirl	1984	105	15720	4.3
88247	The Terminator	The Terminator	1984	107	676689	8
88258	This Is Spinal Tap	This Is Spinal Tap	1984	82	114241	8
88272	Tightrope	Tightrope	1984	114	12912	6.3
88286	Top Secret!	Top Secret!	1984	90	50941	7.2
88323	The NeverEnding Story	Die unendliche Geschichte	1984	102	111186	7.4
88414	The Woman in Red	The Woman in Red	1984	87	11593	5.9
88680	After Hours	After Hours	1985	97	45511	7.7
88708	American Ninja	American Ninja	1985	95	11577	5.4
88763	Back to the Future	Back to the Future	1985	116	847004	8.5
88794	Better Off Dead...	Better Off Dead...	1985	97	36588	7.2
88846	Brazil	Brazil	1985	132	166328	8
88847	The Breakfast Club	The Breakfast Club	1985	97	292790	7.9
88850	Brewster's Millions	Brewster's Millions	1985	102	30810	6.5
88889	Cat's Eye	Cat's Eye	1985	94	19085	6.3
88930	Clue	Clue	1985	94	64303	7.3
88933	Cocoon	Cocoon	1985	117	49216	6.7
88939	The Color Purple	The Color Purple	1985	154	67139	7.8
88944	Commando	Commando	1985	90	124898	6.7
88979	D.A.R.Y.L.	D.A.R.Y.L.	1985	99	10385	6.2
88993	Day of the Dead	Day of the Dead	1985	96	54635	7.2
89003	Death Wish 3	Death Wish 3	1985	92	11424	5.9
89013	Demons	Dèmoni	1985	88	16348	6.7
89017	Desperately Seeking Susan	Desperately Seeking Susan	1985	104	17895	5.9
89092	Enemy Mine	Enemy Mine	1985	108	37543	6.9
89114	Explorers	Explorers	1985	109	16472	6.6
89118	F/X	F/X	1986	109	14947	6.7
89153	Flesh + Blood	Flesh+Blood	1985	128	14136	6.7
89155	Fletch	Fletch	1985	98	40966	6.9
89173	Friday the 13th: A New Beginning	Friday the 13th: A New Beginning	1985	92	26209	4.8
89175	Fright Night	Fright Night	1985	106	48691	7.1
89218	The Goonies	The Goonies	1985	114	200087	7.8
89360	Jagged Edge	Jagged Edge	1985	108	11388	6.5
89370	The Jewel of the Nile	The Jewel of the Nile	1985	106	43512	6.1
89374	Police Story	Ging chaat goo si	1985	101	22027	7.6
89393	Just One of the Guys	Just One of the Guys	1985	90	11151	6.5
89421	King Solomon's Mines	King Solomon's Mines	1985	100	10768	5.2
89424	Kiss of the Spider Woman	Kiss of the Spider Woman	1985	120	12116	7.4
89457	Ladyhawke	Ladyhawke	1985	121	37092	7
89461	The Last Dragon	The Last Dragon	1985	109	10476	6.9
89469	Legend	Legend	1985	94	51090	6.5
89489	Lifeforce	Lifeforce	1985	116	17880	6.1
89530	Mad Max Beyond Thunderdome	Mad Max Beyond Thunderdome	1985	107	111763	6.3
89543	The Man with One Red Shoe	The Man with One Red Shoe	1985	92	13019	5.7
89560	Mask	Mask	1985	120	22511	7.2
89606	My Life as a Dog	Mitt liv som hund	1985	101	16035	7.6
89670	National Lampoon's European Vacation	National Lampoon's European Vacation	1985	95	48159	6.2
89686	A Nightmare on Elm Street 2: Freddy's Revenge	A Nightmare on Elm Street Part 2: Freddy's Revenge	1985	87	49791	5.4
89695	No Retreat, No Surrender	No Retreat, No Surrender	1986	85	13183	5.6
89730	Once Bitten	Once Bitten	1985	94	11171	5.5
89755	Out of Africa	Out of Africa	1985	161	59416	7.2
89767	Pale Rider	Pale Rider	1985	115	44241	7.3
89791	Pee-wee's Big Adventure	Pee-wee's Big Adventure	1985	91	44427	7
89822	Police Academy 2: Their First Assignment	Police Academy 2: Their First Assignment	1985	87	43864	5.7
89841	Prizzi's Honor	Prizzi's Honor	1985	130	20037	6.8
89853	The Purple Rose of Cairo	The Purple Rose of Cairo	1985	82	40647	7.7
89869	The Quiet Earth	The Quiet Earth	1985	91	21897	6.8
89880	Rambo: First Blood Part II	Rambo: First Blood Part II	1985	96	129455	6.4
89881	Ran	Ran	1985	162	89224	8.2
89885	Re-Animator	Re-Animator	1985	105	45618	7.2
89886	Real Genius	Real Genius	1985	108	25903	7
89893	Red Sonja	Red Sonja	1985	89	33445	5
89907	The Return of the Living Dead	The Return of the Living Dead	1985	91	44556	7.3
89908	Return to Oz	Return to Oz	1985	113	21142	6.8
89927	Rocky IV	Rocky IV	1985	91	153447	6.8
89941	Runaway Train	Runaway Train	1985	111	22848	7.3
90021	Silver Bullet	Silver Bullet	1985	95	19059	6.4
90022	Silverado	Silverado	1985	133	30795	7.2
90056	Spies Like Us	Spies Like Us	1985	102	38114	6.4
90060	St. Elmo's Fire	St. Elmo's Fire	1985	110	30689	6.4
90094	The Stuff	The Stuff	1985	87	10098	5.9
90095	Subway	Subway	1985	104	12191	6.6
90098	Summer Rental	Summer Rental	1985	87	11347	6.2
90103	The Sure Thing	The Sure Thing	1985	100	16829	7
90142	Teen Wolf	Teen Wolf	1985	91	38801	6
90180	To Live and Die in L.A.	To Live and Die in L.A.	1985	116	23926	7.3
90190	The Toxic Avenger	The Toxic Avenger	1984	82	21114	6.2
90264	A View to a Kill	A View to a Kill	1985	131	75395	6.3
90305	Weird Science	Weird Science	1985	94	67098	6.6
90329	Witness	Witness	1985	112	73229	7.4
90350	Year of the Dragon	Year of the Dragon	1985	134	11737	6.9
90357	Young Sherlock Holmes	Young Sherlock Holmes	1985	109	16335	6.8
90555	Crocodile Dundee	Crocodile Dundee	1986	97	81267	6.5
90563	Betty Blue	37°2 le matin	1986	120	14961	7.4
90583	About Last Night...	About Last Night...	1986	113	12561	6.2
90605	Aliens	Aliens	1986	137	557068	8.4
90655	April Fool's Day	April Fool's Day	1986	89	11725	6.2
90670	At Close Range	At Close Range	1986	111	11930	7
90685	Back to School	Back to School	1986	96	23592	6.6
90728	Big Trouble in Little China	Big Trouble in Little China	1986	99	104695	7.3
90756	Blue Velvet	Blue Velvet	1986	120	150970	7.8
90830	Children of a Lesser God	Children of a Lesser God	1986	119	12801	7.2
90859	Cobra	Cobra	1986	87	56419	5.7
90863	The Color of Money	The Color of Money	1986	119	63860	7
90887	Critters	Critters	1986	86	26191	6
90888	Crossroads	Crossroads	1986	99	11690	7.1
90927	The Delta Force	The Delta Force	1986	125	16222	5.6
90966	Down and Out in Beverly Hills	Down and Out in Beverly Hills	1986	103	13792	6.1
90967	Down by Law	Down by Law	1986	107	40498	7.8
91042	Ferris Bueller's Day Off	Ferris Bueller's Day Off	1986	103	271272	7.8
91059	Flight of the Navigator	Flight of the Navigator	1986	90	37538	6.9
91064	The Fly	The Fly	1986	96	133918	7.5
91080	Jason Lives: Friday the 13th Part VI	Jason Lives: Friday the 13th Part VI	1986	86	29723	5.9
91083	From Beyond	From Beyond	1986	86	17443	6.7
91129	The Golden Child	The Golden Child	1986	94	43977	5.9
91159	Gung Ho	Gung Ho	1986	112	10215	6.2
91167	Hannah and Her Sisters	Hannah and Her Sisters	1986	107	58383	8
91187	Heartbreak Ridge	Heartbreak Ridge	1986	130	33727	6.8
91203	Highlander	Highlander	1986	116	106945	7.2
91209	The Hitcher	The Hitcher	1986	97	37038	7.3
91217	Hoosiers	Hoosiers	1986	114	37388	7.6
91223	House	House	1985	93	19151	6.2
91225	Howard the Duck	Howard the Duck	1986	110	37122	4.6
91251	Come and See	Idi i smotri	1985	142	35089	8.2
91278	Iron Eagle	Iron Eagle	1986	117	11524	5.3
91288	Jean de Florette	Jean de Florette	1986	120	21318	8.1
91306	Jumpin' Jack Flash	Jumpin' Jack Flash	1986	105	16020	5.8
91326	The Karate Kid Part II	The Karate Kid Part II	1986	113	60374	5.9
91369	Labyrinth	Labyrinth	1986	101	105438	7.4
91419	Little Shop of Horrors	Little Shop of Horrors	1986	94	54692	6.9
91431	Armour of God	Lung hing foo dai	1986	88	14419	7.1
91445	Lucas	Lucas	1986	100	12620	6.8
91474	Manhunter	Manhunter	1986	120	55517	7.2
91480	Manon of the Spring	Manon des sources	1986	113	18199	8
91499	Maximum Overdrive	Maximum Overdrive	1986	98	25590	5.4
91530	The Mission	The Mission	1986	125	48726	7.5
91538	Mona Lisa	Mona Lisa	1986	104	10979	7.4
91541	The Money Pit	The Money Pit	1986	91	42379	6.3
91557	The Mosquito Coast	The Mosquito Coast	1986	117	23498	6.6
91578	My Beautiful Laundrette	My Beautiful Laundrette	1985	97	11888	6.9
91605	The Name of the Rose	Der Name der Rose	1986	130	89144	7.8
91630	Night of the Creeps	Night of the Creeps	1986	88	16633	6.8
91635	9½ Weeks	Nine 1/2 Weeks	1986	117	32570	5.9
91670	The Sacrifice	Offret	1986	149	17388	8.1
91680	One Crazy Summer	One Crazy Summer	1986	93	11820	6.4
91738	Peggy Sue Got Married	Peggy Sue Got Married	1986	103	29026	6.3
91763	Platoon	Platoon	1986	120	327017	8.1
91777	Police Academy 3: Back in Training	Police Academy 3: Back in Training	1986	83	36412	5.3
91778	Poltergeist II: The Other Side	Poltergeist II: The Other Side	1986	91	21215	5.7
91790	Pretty in Pink	Pretty in Pink	1986	96	62318	6.8
91799	Psycho III	Psycho III	1986	93	10326	5.3
91828	Raw Deal	Raw Deal	1986	106	25525	5.5
91860	River's Edge	River's Edge	1986	99	13195	7.1
91867	A Room with a View	A Room with a View	1985	117	33230	7.4
91877	Ruthless People	Ruthless People	1986	93	22949	6.9
91886	Salvador	Salvador	1986	122	16712	7.5
91949	Short Circuit	Short Circuit	1986	98	48326	6.6
91954	Sid and Nancy	Sid and Nancy	1986	112	25667	7.1
91983	Something Wild	Something Wild	1986	114	13501	6.9
91993	SpaceCamp	SpaceCamp	1986	107	11689	5.6
92005	Stand by Me	Stand by Me	1986	89	309372	8.1
92007	Star Trek IV: The Voyage Home	Star Trek IV: The Voyage Home	1986	119	68123	7.3
92048	Tampopo	Tampopo	1985	114	11452	7.9
92076	The Texas Chainsaw Massacre 2	The Texas Chainsaw Massacre 2	1986	101	22243	5.6
92086	¡Three Amigos!	¡Three Amigos!	1986	104	58726	6.4
92099	Top Gun	Top Gun	1986	110	242957	6.9
92214	Wildcats	Wildcats	1986	106	10450	5.9
92240	The Wraith	The Wraith	1986	93	12005	5.9
92263	A Better Tomorrow	Ying hung boon sik	1986	95	17264	7.6
92272	Youngblood	Youngblood	1986	110	10611	6.1
92493	Crocodile Dundee II	'Crocodile' Dundee II	1988	108	47753	5.5
92494	*batteries not included	*batteries not included	1987	106	26026	6.6
92513	Adventures in Babysitting	Adventures in Babysitting	1987	102	31712	6.9
92563	Angel Heart	Angel Heart	1987	113	68951	7.3
92593	Au Revoir les Enfants	Au revoir les enfants	1987	104	26554	8
92603	Babette's Feast	Babettes gæstebud	1987	102	15280	7.8
92605	Baby Boom	Baby Boom	1987	110	11731	6.2
92610	Bad Taste	Bad Taste	1987	91	39305	6.7
92618	Barfly	Barfly	1987	100	16037	7.3
92644	Beverly Hills Cop II	Beverly Hills Cop II	1987	100	92902	6.5
92654	The Big Easy	The Big Easy	1986	102	10182	6.6
92666	Blind Date	Blind Date	1987	95	18216	5.9
92675	Bloodsport	Bloodsport	1988	92	65101	6.8
92699	Broadcast News	Broadcast News	1987	133	23264	7.2
92718	Can't Buy Me Love	Can't Buy Me Love	1987	94	27126	6.7
92796	Creepshow 2	Creepshow 2	1987	92	17992	6
92804	Cry Freedom	Cry Freedom	1987	157	10912	7.5
92890	Dirty Dancing	Dirty Dancing	1987	100	160479	6.9
92925	Dragnet	Dragnet	1987	106	27956	5.9
92965	Empire of the Sun	Empire of the Sun	1987	153	99342	7.8
92991	Evil Dead II	Evil Dead II	1987	84	126724	7.8
93010	Fatal Attraction	Fatal Attraction	1987	119	62145	6.9
93058	Full Metal Jacket	Full Metal Jacket	1987	116	556728	8.3
93075	The Gate	The Gate	1987	85	11831	6
93105	Good Morning, Vietnam	Good Morning, Vietnam	1987	121	109617	7.3
93137	Hamburger Hill	Hamburger Hill	1987	110	20566	6.7
93148	Harry and the Hendersons	Harry and the Hendersons	1987	110	26790	5.9
93177	Hellraiser	Hellraiser	1987	94	85853	7
93185	The Hidden	The Hidden	1987	96	14401	7
93191	Wings of Desire	Der Himmel über Berlin	1987	128	53087	8.1
93209	Hope and Glory	Hope and Glory	1987	113	10600	7.4
93223	House of Games	House of Games	1987	102	17793	7.3
93260	Innerspace	Innerspace	1987	120	46400	6.8
93300	Jaws: The Revenge	Jaws: The Revenge	1987	89	34225	2.9
93378	La Bamba	La Bamba	1987	108	23406	6.8
93389	The Last Emperor	The Last Emperor	1987	163	78759	7.8
93407	Less Than Zero	Less Than Zero	1987	98	15906	6.4
93409	Lethal Weapon	Lethal Weapon	1987	110	208929	7.6
93428	The Living Daylights	The Living Daylights	1987	130	75977	6.7
93437	The Lost Boys	The Lost Boys	1987	97	103099	7.3
93493	Mannequin	Mannequin	1987	90	25132	5.8
93507	Masters of the Universe	Masters of the Universe	1987	106	31180	5.4
93512	Maurice	Maurice	1987	140	12409	7.7
93560	The Monster Squad	The Monster Squad	1987	79	22209	7.1
93565	Moonstruck	Moonstruck	1987	102	39900	7.1
93578	Mr. India	Mr. India	1987	179	10370	7.8
93603	Nayakan	Nayakan	1987	145	10917	8.8
93605	Near Dark	Near Dark	1987	94	28118	7
93624	Night of the Demons	Night of the Demons	1988	90	10244	6.3
93629	A Nightmare on Elm Street 3: Dream Warriors	A Nightmare on Elm Street 3: Dream Warriors	1987	96	57453	6.6
93640	No Way Out	No Way Out	1987	114	29486	7.1
93677	Opera	Opera	1987	107	11206	7.1
93692	Over the Top	Over the Top	1987	93	42100	5.7
93693	Overboard	Overboard	1987	106	41980	6.8
93748	Planes, Trains & Automobiles	Planes, Trains & Automobiles	1987	93	102304	7.6
93756	Police Academy 4: Citizens on Patrol	Police Academy 4: Citizens on Patrol	1987	88	34812	4.8
93773	Predator	Predator	1987	107	320387	7.8
93777	Prince of Darkness	Prince of Darkness	1987	102	28999	6.7
93779	The Princess Bride	The Princess Bride	1987	98	331193	8.1
93818	Radio Days	Radio Days	1987	88	27106	7.6
93822	Raising Arizona	Raising Arizona	1987	94	109846	7.4
93857	Revenge of the Nerds II: Nerds in Paradise	Revenge of the Nerds II: Nerds in Paradise	1987	88	11688	5
93870	RoboCop	RoboCop	1987	102	201270	7.5
93886	Roxanne	Roxanne	1987	107	35407	6.6
93894	The Running Man	The Running Man	1987	101	123026	6.7
93936	The Secret of My Succe$s	The Secret of My Succe$s	1987	111	25196	6.5
94006	Some Kind of Wonderful	Some Kind of Wonderful	1987	95	22696	7.1
94012	Spaceballs	Spaceballs	1987	96	150005	7.1
94025	Stakeout	Stakeout	1987	117	20404	6.6
94027	Stand and Deliver	Stand and Deliver	1988	103	13567	7.3
94035	The Stepfather	The Stepfather	1987	89	10270	6.8
94072	Summer School	Summer School	1987	97	14373	6.5
94074	Superman IV: The Quest for Peace	Superman IV: The Quest for Peace	1987	90	36707	3.7
94137	3 Men and a Baby	3 Men and a Baby	1987	102	40475	5.9
94142	Throw Momma from the Train	Throw Momma from the Train	1987	88	29003	6.2
94226	The Untouchables	The Untouchables	1987	119	239534	7.9
94291	Wall Street	Wall Street	1987	126	128583	7.4
94332	The Witches of Eastwick	The Witches of Eastwick	1987	118	53039	6.5
94336	Withnail & I	Withnail & I	1987	107	34188	7.8
94602	Above the Law	Above the Law	1988	99	24667	6
94606	The Accidental Tourist	The Accidental Tourist	1988	121	13268	6.8
94608	The Accused	The Accused	1988	111	26829	7.1
94631	Alien Nation	Alien Nation	1988	91	12448	6.3
94663	Another Woman	Another Woman	1988	81	11144	7.4
94715	Beaches	Beaches	1988	123	20052	6.8
94721	Beetlejuice	Beetlejuice	1988	92	213546	7.5
94737	Big	Big	1988	104	167755	7.3
94746	Biloxi Blues	Biloxi Blues	1988	106	12746	6.6
94761	The Blob	The Blob	1988	95	25836	6.4
94812	Bull Durham	Bull Durham	1988	108	40176	7.1
94824	Caddyshack II	Caddyshack II	1988	98	13134	3.7
94862	Child's Play	Child's Play	1988	87	70321	6.6
94889	Cocktail	Cocktail	1988	104	67698	5.8
94890	Cocoon: The Return	Cocoon: The Return	1988	116	13249	5.3
94894	Colors	Colors	1988	120	20936	6.7
94898	Coming to America	Coming to America	1988	116	134555	7
94919	Critters 2	Critters 2	1988	86	11423	5.4
94947	Dangerous Liaisons	Dangerous Liaisons	1988	119	56962	7.6
94963	The Dead Pool	The Dead Pool	1988	91	34078	6.3
94964	Dead Ringers	Dead Ringers	1988	116	33123	7.3
95016	Die Hard	Die Hard	1988	132	667843	8.2
95031	Dirty Rotten Scoundrels	Dirty Rotten Scoundrels	1988	110	55307	7.3
95082	Eight Men Out	Eight Men Out	1988	119	16270	7.3
95088	Elvira: Mistress of the Dark	Elvira: Mistress of the Dark	1988	96	10041	6.4
95159	A Fish Called Wanda	A Fish Called Wanda	1988	108	116217	7.6
95174	Frantic	Frantic	1988	120	42623	6.9
95179	Friday the 13th Part VII: The New Blood	Friday the 13th Part VII: The New Blood	1988	88	25169	5.3
95188	Funny Farm	Funny Farm	1988	101	16698	6.1
95243	Gorillas in the Mist	Gorillas in the Mist: The Story of Dian Fossey	1988	129	20879	7
95250	The Big Blue	Le grand bleu	1988	168	41825	7.6
95253	The Great Outdoors	The Great Outdoors	1988	91	32301	6.6
95270	Hairspray	Hairspray	1988	92	17455	7
95271	Halloween 4: The Return of Michael Myers	Halloween 4: The Return of Michael Myers	1988	88	33800	5.9
95294	Hellbound: Hellraiser II	Hellbound: Hellraiser II	1988	97	34455	6.5
95348	I'm Gonna Git You Sucka	I'm Gonna Git You Sucka	1988	88	10630	6.6
95403	Police Story 2	Ging chaat goo si juk jaap	1988	101	13402	7.2
95444	Killer Klowns from Outer Space	Killer Klowns from Outer Space	1988	88	26230	6.1
95467	A Short Film About Love	Krótki film o milosci	1988	86	14738	8.3
95468	A Short Film About Killing	Krótki film o zabijaniu	1988	84	13114	8.1
95497	The Last Temptation of Christ	The Last Temptation of Christ	1988	164	43668	7.6
95519	License to Drive	License to Drive	1988	88	15405	6.3
95583	Maniac Cop	Maniac Cop	1988	85	11217	6
95593	Married to the Mob	Married to the Mob	1988	104	13674	6.1
95631	Midnight Run	Midnight Run	1988	126	60074	7.6
95647	Mississippi Burning	Mississippi Burning	1988	128	72474	7.8
95655	Moonwalker	Moonwalker	1988	93	13686	6
95675	Women on the Verge of a Nervous Breakdown	Mujeres al borde de un ataque de "nervios"	1988	88	28610	7.6
95687	My Stepmother Is an Alien	My Stepmother Is an Alien	1988	105	22624	5.3
95690	Mystic Pizza	Mystic Pizza	1988	104	20665	6.2
95705	The Naked Gun: From the Files of Police Squad!	The Naked Gun: From the Files of Police Squad!	1988	85	127765	7.6
95742	A Nightmare on Elm Street 4: The Dream Master	A Nightmare on Elm Street 4: The Dream Master	1988	93	41058	5.7
95765	Cinema Paradiso	Nuovo Cinema Paradiso	1988	155	179526	8.5
95800	The Bear	L'ours	1988	96	14279	7.7
95801	Bagdad Cafe	Out of Rosenheim	1987	95	10475	7.5
95863	Phantasm II	Phantasm II	1988	97	11110	6.5
95882	Police Academy 5: Assignment: Miami Beach	Police Academy 5: Assignment: Miami Beach	1988	90	28190	4.4
95889	Poltergeist III	Poltergeist III	1988	98	14504	4.6
95897	The Presidio	The Presidio	1988	97	14164	6
95925	Pumpkinhead	Pumpkinhead	1988	86	16195	6.2
95953	Rain Man	Rain Man	1988	133	417780	8
95956	Rambo III	Rambo III	1988	102	101969	5.7
95963	Red Heat	Red Heat	1988	104	55081	6.1
95990	Return of the Living Dead II	Return of the Living Dead: Part II	1988	89	15348	5.8
96018	Running on Empty	Running on Empty	1988	116	11618	7.7
96061	Scrooged	Scrooged	1988	101	71696	7
96071	The Serpent and the Rainbow	The Serpent and the Rainbow	1988	98	18983	6.5
96073	The Seventh Sign	The Seventh Sign	1988	97	11251	5.9
96098	Shoot to Kill	Shoot to Kill	1988	110	10094	6.8
96101	Short Circuit 2	Short Circuit 2	1988	110	20359	5.6
96163	The Vanishing	Spoorloos	1988	107	28071	7.8
96219	Talk Radio	Talk Radio	1988	110	10935	7.3
96244	Tequila Sunrise	Tequila Sunrise	1988	115	25200	6
96251	Tetsuo, the Iron Man	Tetsuo	1989	67	15835	7
96256	They Live	They Live	1988	94	86682	7.3
96316	Tucker: The Man and His Dream	Tucker: The Man and His Dream	1988	110	12693	6.9
96320	Twins	Twins	1988	107	96590	6
96332	The Unbearable Lightness of Being	The Unbearable Lightness of Being	1988	171	29580	7.4
96446	Willow	Willow	1988	126	87847	7.3
96463	Working Girl	Working Girl	1988	113	45214	6.8
96487	Young Guns	Young Guns	1988	107	46877	6.8
96734	The 'Burbs	The 'Burbs	1989	101	57282	6.9
96754	The Abyss	The Abyss	1989	145	143626	7.6
96764	The Adventures of Baron Munchausen	The Adventures of Baron Munchausen	1988	126	44758	7.2
96794	Always	Always	1989	122	24420	6.4
96870	Going Overboard	Going Overboard	1989	99	11188	1.9
96874	Back to the Future Part II	Back to the Future Part II	1989	108	389347	7.8
96895	Batman	Batman	1989	126	295621	7.6
96913	Best of the Best	Best of the Best	1989	97	10451	6.4
96928	Bill & Ted's Excellent Adventure	Bill & Ted's Excellent Adventure	1989	90	92651	6.9
96933	Black Rain	Black Rain	1989	125	42970	6.6
96945	Blind Fury	Blind Fury	1989	86	11895	6.3
96969	Born on the Fourth of July	Born on the Fourth of July	1989	145	84644	7.2
97027	Casualties of War	Casualties of War	1989	113	36141	7.1
97108	The Cook, the Thief, His Wife & Her Lover	The Cook, the Thief, His Wife & Her Lover	1989	124	29679	7.6
97123	Crimes and Misdemeanors	Crimes and Misdemeanors	1989	104	47399	8
97138	Cyborg	Cyborg	1989	86	25461	5
97162	Dead Calm	Dead Calm	1989	96	32137	6.8
97165	Dead Poets Society	Dead Poets Society	1989	128	322210	8.1
97202	The Killer	Dip huet seung hung	1989	111	41310	7.9
97216	Do the Right Thing	Do the Right Thing	1989	120	67569	7.9
97223	Time of the Gypsies	Dom za vesanje	1988	142	20648	8.3
97235	The Dream Team	The Dream Team	1989	113	10997	6.5
97239	Driving Miss Daisy	Driving Miss Daisy	1989	99	82218	7.4
97240	Drugstore Cowboy	Drugstore Cowboy	1989	102	27560	7.4
97257	Earth Girls Are Easy	Earth Girls Are Easy	1988	100	17661	5.3
97289	Erik the Viking	Erik the Viking	1989	107	11626	6.2
97322	The Fabulous Baker Boys	The Fabulous Baker Boys	1989	114	19183	6.8
97328	Family Business	Family Business	1989	110	10482	5.7
97351	Field of Dreams	Field of Dreams	1989	107	94187	7.5
97366	Fletch Lives	Fletch Lives	1989	95	16811	6.1
97368	The Fly II	The Fly II	1989	105	18499	4.9
97388	Friday the 13th Part VIII: Jason Takes Manhattan	Friday the 13th Part VIII: Jason Takes Manhattan	1989	100	26576	4.6
97428	Ghostbusters II	Ghostbusters II	1989	108	156609	6.5
97441	Glory	Glory	1989	122	108922	7.9
97443	The Gods Must Be Crazy II	The Gods Must Be Crazy II	1989	98	14066	6.8
97457	Great Balls of Fire!	Great Balls of Fire!	1989	108	13710	6.2
97474	Halloween 5	Halloween 5	1989	96	26403	5.2
97481	Harlem Nights	Harlem Nights	1989	116	16021	6
97493	Heathers	Heathers	1988	103	69960	7.3
97499	Henry V	Henry V	1989	137	25299	7.7
97523	Honey, I Shrunk the Kids	Honey, I Shrunk the Kids	1989	93	120275	6.3
97576	Indiana Jones and the Last Crusade	Indiana Jones and the Last Crusade	1989	127	584506	8.3
97637	K-9	K-9	1989	101	27831	6
97647	The Karate Kid Part III	The Karate Kid Part III	1989	112	40081	5.1
97659	Kickboxer	Kickboxer	1989	97	41710	6.4
97722	Lean on Me	Lean on Me	1989	108	15771	7.4
97733	Lethal Weapon 2	Lethal Weapon 2	1989	114	140942	7.2
97737	Leviathan	Leviathan	1989	98	14769	5.8
97742	Licence to Kill	Licence to Kill	1989	133	80931	6.6
97770	Lock Up	Lock Up	1989	109	32913	6.4
97778	Look Who's Talking	Look Who's Talking	1989	93	69080	5.8
97815	Major League	Major League	1989	107	53290	7.2
97858	Meet the Feebles	Meet the Feebles	1989	97	16894	6.7
97937	My Left Foot	My Left Foot: The Story of Christy Brown	1989	103	56693	7.9
97940	Mystery Train	Mystery Train	1989	110	20880	7.6
97958	National Lampoon's Christmas Vacation	National Lampoon's Christmas Vacation	1989	97	122597	7.6
97965	New York Stories	New York Stories	1989	124	14958	6.4
97981	A Nightmare on Elm Street 5: The Dream Child	A Nightmare on Elm Street: The Dream Child	1989	89	33664	5.1
98067	Parenthood	Parenthood	1989	124	38633	7
98084	Pet Sematary	Pet Sematary	1989	103	72799	6.6
98105	Police Academy 6: City Under Siege	Police Academy 6: City Under Siege	1989	84	24306	4.2
98141	The Punisher	The Punisher	1989	89	18344	5.7
98206	Road House	Road House	1989	114	48867	6.5
98253	Santa Sangre	Santa sangre	1989	123	15637	7.7
98258	Say Anything...	Say Anything...	1989	100	72323	7.4
98273	Sea of Love	Sea of Love	1989	113	32765	6.8
98282	See No Evil, Hear No Evil	See No Evil, Hear No Evil	1989	103	41190	6.8
98309	She-Devil	She-Devil	1989	99	13782	5.5
98320	Shocker	Shocker	1989	109	12524	5.4
98382	Star Trek V: The Final Frontier	Star Trek V: The Final Frontier	1989	107	48510	5.4
98384	Steel Magnolias	Steel Magnolias	1989	117	38295	7.2
98439	Tango & Cash	Tango & Cash	1989	104	83268	6.4
98536	Turner & Hooch	Turner & Hooch	1989	97	54005	6.1
98546	UHF	UHF	1989	97	22700	7
98554	Uncle Buck	Uncle Buck	1989	100	70331	7
98575	Valmont	Valmont	1989	137	11008	7
